definition,class,strictness,scope,stem_final_match_present,stem_final_match_imperfective,stem_final_match_perfective,stem_final_match_imperative,stem_final_match_infinitive
he's telling it,Id,loose,ending,True,True,False,True,True
he's telling it,IIa,loose,ending,False,False,False,True,False
he's conversing,Id,strict,ending,False,True,False,True,False
he's conversing,Id,loose,ending,True,True,False,True,True
he's conversing,IIa,loose,ending,False,False,False,True,False
he's looking at himself in a mirror,Id,strict,ending,False,True,False,True,False
he's looking at himself in a mirror,Id,loose,full,True,True,True,True,True
he's looking at himself in a mirror,IIa,strict,ending,False,False,False,True,False
he's looking at himself in a mirror,IIa,loose,ending,False,False,False,True,False
he's saying to him,XIa*,strict,full,True,True,True,True,True
he's saying to him,XIa*,loose,full,True,True,True,True,True
he's saying to him,XIb*,strict,full,True,True,True,True,True
he's saying to him,XIb*,loose,full,True,True,True,True,True
"he's over-taking him, it",XIa*,strict,full,True,True,True,True,True
"he's over-taking him, it",XIa*,loose,full,True,True,True,True,True
"he's over-taking him, it",XIb*,strict,full,True,True,True,True,True
"he's over-taking him, it",XIb*,loose,full,True,True,True,True,True
he's losing it,XIa*,strict,full,True,True,True,True,True
he's losing it,XIa*,loose,full,True,True,True,True,True
he's losing it,XIb*,strict,full,True,True,True,True,True
he's losing it,XIb*,loose,full,True,True,True,True,True
he's thinking,Id,strict,ending,False,True,False,True,False
he's thinking,Id,loose,ending,True,True,False,True,True
he's thinking,IIa,loose,ending,False,False,False,True,False
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",Id,strict,ending,False,True,False,True,False
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",Id,loose,ending,True,True,True,True,False
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",IIa,strict,ending,True,True,True,True,False
"he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)",IIa,loose,ending,True,True,True,True,False
he's prying it,Id,strict,ending,False,False,False,True,False
he's prying it,Id,loose,ending,False,False,False,True,False
he's prying it,IIa,strict,ending,False,False,False,False,False
he's prying it,IIa,loose,ending,False,False,False,False,False
he's prying it,IVb,strict,full,True,True,True,True,True
he's prying it,IVb,loose,full,True,True,True,True,True
he's prying it,Va,loose,full,True,True,True,True,True
he's placing a long object in an upright position,Id,strict,ending,False,False,False,True,False
he's placing a long object in an upright position,Id,loose,ending,False,False,False,True,False
he's placing a long object in an upright position,IIa,loose,ending,False,False,False,False,False
he's placing a long object in an upright position,IVa,strict,reconstructs,True,True,True,True,True
he's placing a long object in an upright position,IVa,loose,full,True,True,True,True,True
1. he's helping him up 2. he's standing it up (object with legs),Id,strict,ending,False,False,False,True,False
1. he's helping him up 2. he's standing it up (object with legs),Id,loose,ending,False,False,False,True,False
1. he's helping him up 2. he's standing it up (object with legs),IIa,loose,ending,False,False,False,False,False
1. he's helping him up 2. he's standing it up (object with legs),IVa,strict,full,True,True,True,True,True
1. he's helping him up 2. he's standing it up (object with legs),IVa,loose,full,True,True,True,True,True
"he's making it (round, long) fall",Id,strict,ending,False,False,False,True,False
"he's making it (round, long) fall",Id,loose,ending,False,False,False,True,False
"he's making it (round, long) fall",IIa,loose,ending,False,False,False,False,False
"he's making it (round, long) fall",IVa,strict,reconstructs,True,True,True,True,True
"he's making it (round, long) fall",IVa,loose,full,True,True,True,True,True
he's showing it to him,Id,strict,ending,False,False,False,True,False
he's showing it to him,Id,loose,ending,False,False,False,True,False
he's showing it to him,IIa,loose,ending,False,False,False,False,False
he's showing it to him,IVa,strict,reconstructs,True,True,True,True,True
he's showing it to him,IVa,loose,full,True,True,True,True,True
he's melting it,Id,strict,ending,False,False,False,True,False
he's melting it,Id,loose,ending,False,False,False,True,False
he's melting it,IIa,loose,ending,False,False,False,False,False
he's melting it,IVa,strict,reconstructs,True,True,True,True,True
he's melting it,IVa,loose,full,True,True,True,True,True
he's warming it,Id,strict,ending,False,False,False,True,False
he's warming it,Id,loose,ending,False,False,False,True,False
he's warming it,IIa,loose,ending,False,False,False,False,False
he's warming it,IVa,strict,reconstructs,True,True,True,True,True
he's warming it,IVa,loose,full,True,True,True,True,True
1. he's making it crisp  2. he's starching it,Id,strict,ending,False,False,False,True,False
1. he's making it crisp  2. he's starching it,Id,loose,ending,False,False,False,True,False
1. he's making it crisp  2. he's starching it,IIa,loose,ending,False,False,False,False,False
1. he's making it crisp  2. he's starching it,IVa,strict,reconstructs,True,True,True,True,True
1. he's making it crisp  2. he's starching it,IVa,loose,full,True,True,True,True,True
he's rising from a prone position,Id,strict,ending,False,False,False,True,False
he's rising from a prone position,Id,loose,ending,False,False,False,True,False
he's rising from a prone position,IIa,strict,ending,False,False,False,False,False
he's rising from a prone position,IIa,loose,ending,False,False,False,False,False
he's rising from a prone position,IVb,strict,reconstructs,True,True,True,True,True
he's rising from a prone position,IVb,loose,full,True,True,True,True,True
he's rising from a prone position,Va,loose,full,True,True,True,True,True
"he's taking off flying, its flying away",Id,strict,ending,False,False,False,True,False
"he's taking off flying, its flying away",Id,loose,ending,False,False,False,True,False
"he's taking off flying, its flying away",IIa,strict,ending,False,False,False,False,False
"he's taking off flying, its flying away",IIa,loose,ending,False,False,False,False,False
"he's taking off flying, its flying away",IVb,strict,reconstructs,True,True,True,True,True
"he's taking off flying, its flying away",IVb,loose,full,True,True,True,True,True
"he's taking off flying, its flying away",Va,loose,full,True,True,True,True,True
"he's taking it (animal, flexible object) somewhere",Id,strict,ending,False,False,False,True,False
"he's taking it (animal, flexible object) somewhere",Id,loose,ending,False,False,False,True,False
"he's taking it (animal, flexible object) somewhere",IIa,strict,ending,False,False,False,False,False
"he's taking it (animal, flexible object) somewhere",IIa,loose,ending,False,False,False,False,False
"he's taking it (animal, flexible object) somewhere",IVb,strict,reconstructs,True,True,True,True,True
"he's taking it (animal, flexible object) somewhere",IVb,loose,full,True,True,True,True,True
"he's taking it (animal, flexible object) somewhere",Va,loose,full,True,True,True,True,True
he's taking some liquid somewhere,Id,strict,ending,False,False,False,True,False
he's taking some liquid somewhere,Id,loose,ending,False,False,False,True,False
he's taking some liquid somewhere,IIa,strict,ending,False,False,False,False,False
he's taking some liquid somewhere,IIa,loose,ending,False,False,False,False,False
he's taking some liquid somewhere,IVb,strict,reconstructs,True,True,True,True,True
he's taking some liquid somewhere,IVb,loose,full,True,True,True,True,True
he's taking some liquid somewhere,Va,loose,full,True,True,True,True,True
he's taking a long object somewhere,Id,strict,ending,False,False,False,True,False
he's taking a long object somewhere,Id,loose,ending,False,False,False,True,False
he's taking a long object somewhere,IIa,strict,ending,False,False,False,False,False
he's taking a long object somewhere,IIa,loose,ending,False,False,False,False,False
he's taking a long object somewhere,IVb,strict,reconstructs,True,True,True,True,True
he's taking a long object somewhere,IVb,loose,full,True,True,True,True,True
he's taking a long object somewhere,Va,loose,full,True,True,True,True,True
he's putting it into a container,Id,strict,ending,False,False,False,True,False
he's putting it into a container,Id,loose,ending,False,False,False,True,False
he's putting it into a container,IIa,loose,ending,False,False,False,False,False
he's putting it into a container,IVa,strict,reconstructs,True,True,True,True,True
he's putting it into a container,IVa,loose,full,True,True,True,True,True
he's setting a price,Id,strict,ending,False,False,False,True,False
he's setting a price,Id,loose,ending,False,False,False,True,False
he's setting a price,IIa,loose,ending,False,False,False,False,False
he's setting a price,IVa,strict,reconstructs,True,True,True,True,True
he's setting a price,IVa,loose,full,True,True,True,True,True
he's attempting it,Id,strict,ending,False,False,False,True,False
he's attempting it,Id,loose,ending,False,False,False,True,False
he's attempting it,IIa,loose,ending,False,False,False,False,False
he's attempting it,IVa,strict,reconstructs,True,True,True,True,True
he's attempting it,IVa,loose,full,True,True,True,True,True
"he's playing with him, it",Id,strict,ending,False,False,False,True,False
"he's playing with him, it",Id,loose,ending,False,False,False,True,False
"he's playing with him, it",IIa,loose,ending,False,False,False,False,False
"he's playing with him, it",IVa,strict,reconstructs,True,True,True,True,True
"he's playing with him, it",IVa,loose,full,True,True,True,True,True
he's lecturing him,Id,strict,ending,False,False,False,True,False
he's lecturing him,Id,loose,ending,False,False,False,True,False
he's lecturing him,IIa,loose,ending,False,False,False,False,False
he's lecturing him,IVa,strict,reconstructs,True,True,True,True,True
he's lecturing him,IVa,loose,full,True,True,True,True,True
he's putting it on,Id,strict,ending,False,False,False,True,False
he's putting it on,Id,loose,ending,False,False,False,True,False
he's putting it on,IIa,loose,ending,False,False,False,False,False
he's putting it on,IVa,strict,reconstructs,True,True,True,True,True
he's putting it on,IVa,loose,full,True,True,True,True,True
he's stopping him/it,Id,strict,ending,False,False,False,True,False
he's stopping him/it,Id,loose,ending,False,False,False,True,False
he's stopping him/it,IIa,loose,ending,False,False,False,False,False
he's stopping him/it,IVa,strict,full,True,True,True,True,True
he's stopping him/it,IVa,loose,full,True,True,True,True,True
"he is dropping him, it (flexible)",Id,strict,ending,False,False,False,True,False
"he is dropping him, it (flexible)",Id,loose,ending,False,False,False,True,False
"he is dropping him, it (flexible)",IIa,loose,ending,False,False,False,False,False
"he is dropping him, it (flexible)",IVa,strict,full,True,True,True,True,True
"he is dropping him, it (flexible)",IVa,loose,full,True,True,True,True,True
he's staggering,Id,strict,ending,False,False,False,True,False
he's staggering,Id,loose,ending,False,False,False,True,False
he's staggering,IIa,loose,ending,False,False,False,False,False
he's staggering,IVa,strict,reconstructs,True,True,True,True,True
he's staggering,IVa,loose,full,True,True,True,True,True
he's deciding,Id,strict,ending,False,False,False,True,False
he's deciding,Id,loose,ending,False,False,False,True,False
he's deciding,IIa,loose,ending,False,False,False,False,False
he's deciding,IVa,strict,reconstructs,True,True,True,True,True
he's deciding,IVa,loose,full,True,True,True,True,True
he's snorting,Id,strict,ending,False,False,False,True,False
he's snorting,Id,loose,ending,False,False,False,True,False
he's snorting,IIa,loose,ending,False,False,False,False,False
he's snorting,IVa,strict,reconstructs,True,True,True,True,True
he's snorting,IVa,loose,full,True,True,True,True,True
"he's including him, it (in counting)",Id,strict,ending,False,False,False,True,False
"he's including him, it (in counting)",Id,loose,ending,False,False,False,True,False
"he's including him, it (in counting)",IIa,loose,ending,False,False,False,False,False
"he's including him, it (in counting)",IVa,strict,reconstructs,True,True,True,True,True
"he's including him, it (in counting)",IVa,loose,full,True,True,True,True,True
he's promising,Id,strict,ending,False,False,False,True,False
he's promising,Id,loose,ending,False,False,False,True,False
he's promising,IIa,loose,ending,False,False,False,False,False
he's promising,IVa,strict,reconstructs,True,True,True,True,True
he's promising,IVa,loose,full,True,True,True,True,True
he's mentioning it,Id,strict,ending,False,False,False,True,False
he's mentioning it,Id,loose,ending,False,False,False,True,False
he's mentioning it,IIa,loose,ending,False,False,False,False,False
he's mentioning it,IVa,loose,full,True,True,True,True,True
1. he's preparing it.  2. he's getting ready,Id,strict,ending,False,False,False,True,False
1. he's preparing it.  2. he's getting ready,Id,loose,ending,False,False,False,True,False
1. he's preparing it.  2. he's getting ready,IIa,loose,ending,False,False,False,False,False
1. he's preparing it.  2. he's getting ready,IVa,strict,reconstructs,True,True,True,True,True
1. he's preparing it.  2. he's getting ready,IVa,loose,full,True,True,True,True,True
"1. he's raising him, it., 2. he's growing it., (plant)",Id,strict,ending,False,False,False,True,False
"1. he's raising him, it., 2. he's growing it., (plant)",Id,loose,ending,False,False,False,True,False
"1. he's raising him, it., 2. he's growing it., (plant)",IIa,loose,ending,False,False,False,False,False
"1. he's raising him, it., 2. he's growing it., (plant)",IVa,strict,full,True,True,True,True,True
"1. he's raising him, it., 2. he's growing it., (plant)",IVa,loose,full,True,True,True,True,True
he's stopping by (on his way somewhere),Id,strict,ending,False,False,False,True,False
he's stopping by (on his way somewhere),Id,loose,ending,False,False,False,True,False
he's stopping by (on his way somewhere),IIa,loose,ending,False,False,False,False,False
he's stopping by (on his way somewhere),IVa,strict,reconstructs,True,True,True,True,True
he's stopping by (on his way somewhere),IVa,loose,full,True,True,True,True,True
he's taking a break,Id,strict,ending,False,False,False,True,False
he's taking a break,Id,loose,ending,False,False,False,True,False
he's taking a break,IIa,loose,ending,False,False,False,False,False
he's taking a break,IVa,strict,reconstructs,True,True,True,True,True
he's taking a break,IVa,loose,full,True,True,True,True,True
"he, it's making noise",Id,strict,ending,False,False,False,True,False
"he, it's making noise",Id,loose,ending,False,False,False,True,False
"he, it's making noise",IIa,loose,ending,False,False,False,False,False
"he, it's making noise",IVa,strict,reconstructs,True,True,True,True,True
"he, it's making noise",IVa,loose,full,True,True,True,True,True
he's causing it to sound,Id,strict,ending,False,False,False,True,False
he's causing it to sound,Id,loose,ending,False,False,False,True,False
he's causing it to sound,IIa,loose,ending,False,False,False,False,False
he's causing it to sound,IVa,strict,reconstructs,True,True,True,True,True
he's causing it to sound,IVa,loose,full,True,True,True,True,True
he's cooking it (a specific food),Id,strict,ending,False,False,False,True,False
he's cooking it (a specific food),Id,loose,ending,False,False,False,True,False
he's cooking it (a specific food),IIa,loose,ending,False,False,False,False,False
he's cooking it (a specific food),IVa,strict,reconstructs,True,True,True,True,True
he's cooking it (a specific food),IVa,loose,full,True,True,True,True,True
he/it is stopping,Id,strict,ending,False,False,False,True,False
he/it is stopping,Id,loose,ending,False,False,False,True,False
he/it is stopping,IIa,loose,ending,False,False,False,False,False
he/it is stopping,IVa,strict,reconstructs,True,True,True,True,True
he/it is stopping,IVa,loose,full,True,True,True,True,True
"he's burning him, it",Id,strict,ending,False,False,False,True,False
"he's burning him, it",Id,loose,ending,False,False,False,True,False
"he's burning him, it",IIa,loose,ending,False,False,False,False,False
"he's burning him, it",IVa,strict,reconstructs,True,True,True,True,True
"he's burning him, it",IVa,loose,full,True,True,True,True,True
"he's pressing down on him, it",Id,strict,ending,False,False,False,True,False
"he's pressing down on him, it",Id,loose,ending,False,False,False,True,False
"he's pressing down on him, it",IIa,loose,ending,False,False,False,False,False
"he's pressing down on him, it",IVa,strict,reconstructs,True,True,True,True,True
"he's pressing down on him, it",IVa,loose,full,True,True,True,True,True
he's smelling it  (sniff),Id,strict,ending,False,False,False,True,False
he's smelling it  (sniff),Id,loose,ending,False,False,False,True,False
he's smelling it  (sniff),IIa,loose,ending,False,False,False,False,False
he's smelling it  (sniff),IVa,strict,reconstructs,True,True,True,True,True
he's smelling it  (sniff),IVa,loose,full,True,True,True,True,True
he's taking off running,Id,strict,ending,False,False,False,True,False
he's taking off running,Id,loose,ending,False,False,False,True,False
he's taking off running,IIa,loose,ending,False,False,False,False,False
he's taking off running,IVa,strict,reconstructs,True,True,True,True,True
he's taking off running,IVa,loose,full,True,True,True,True,True
He's making an X,Id,strict,ending,False,False,False,True,False
He's making an X,Id,loose,ending,False,False,False,True,False
He's making an X,IIa,loose,ending,False,False,False,False,False
He's making an X,IVa,strict,reconstructs,True,True,True,True,True
He's making an X,IVa,loose,full,True,True,True,True,True
he's breaking it up,Id,strict,ending,False,False,False,True,False
he's breaking it up,Id,loose,ending,False,False,False,True,False
he's breaking it up,IIa,loose,ending,False,False,False,False,False
he's breaking it up,IVa,strict,reconstructs,True,True,True,True,True
he's breaking it up,IVa,loose,full,True,True,True,True,True
he's loaning it to him,Id,strict,ending,False,False,False,True,False
he's loaning it to him,Id,loose,ending,False,False,False,True,False
he's loaning it to him,IIa,loose,ending,False,False,False,False,False
he's loaning it to him,IVa,strict,reconstructs,True,True,True,True,True
he's loaning it to him,IVa,loose,full,True,True,True,True,True
"1. he's aiming at him, it  2 . he's aiming it",Id,strict,ending,False,False,False,True,False
"1. he's aiming at him, it  2 . he's aiming it",Id,loose,ending,False,False,False,True,False
"1. he's aiming at him, it  2 . he's aiming it",IIa,loose,ending,False,False,False,False,False
"1. he's aiming at him, it  2 . he's aiming it",IVa,strict,full,True,True,True,True,True
"1. he's aiming at him, it  2 . he's aiming it",IVa,loose,full,True,True,True,True,True
he's scheduling time,Id,strict,ending,False,False,False,True,False
he's scheduling time,Id,loose,ending,False,False,False,True,False
he's scheduling time,IIa,loose,ending,False,False,False,False,False
he's scheduling time,IVa,strict,reconstructs,True,True,True,True,True
he's scheduling time,IVa,loose,full,True,True,True,True,True
he's accusing him,Id,strict,ending,False,False,False,True,False
he's accusing him,Id,loose,ending,False,False,False,True,False
he's accusing him,IIa,loose,ending,False,False,False,False,False
he's accusing him,IVa,strict,full,True,True,True,True,True
he's accusing him,IVa,loose,full,True,True,True,True,True
1. he's setting a goal 2.  he's aiming,Id,strict,ending,False,False,False,True,False
1. he's setting a goal 2.  he's aiming,Id,loose,ending,False,False,False,True,False
1. he's setting a goal 2.  he's aiming,IIa,loose,ending,False,False,False,False,False
1. he's setting a goal 2.  he's aiming,IVa,strict,reconstructs,True,True,True,True,True
1. he's setting a goal 2.  he's aiming,IVa,loose,full,True,True,True,True,True
he's sifting it,Id,strict,ending,False,False,False,True,False
he's sifting it,Id,loose,ending,False,False,False,True,False
he's sifting it,IIa,loose,ending,False,False,False,False,False
he's sifting it,IVa,strict,reconstructs,True,True,True,True,True
he's sifting it,IVa,loose,full,True,True,True,True,True
he's resting,Id,strict,ending,False,False,False,True,False
he's resting,Id,loose,ending,False,False,False,True,False
he's resting,IIa,loose,ending,False,False,False,False,False
he's resting,IVa,strict,reconstructs,True,True,True,True,True
he's resting,IVa,loose,full,True,True,True,True,True
he's resting him,Id,strict,ending,False,False,False,True,False
he's resting him,Id,loose,ending,False,False,False,True,False
he's resting him,IIa,loose,ending,False,False,False,False,False
he's resting him,IVa,strict,full,True,True,True,True,True
he's resting him,IVa,loose,full,True,True,True,True,True
he's straining it,Id,strict,ending,False,False,False,True,False
he's straining it,Id,loose,ending,False,False,False,True,False
he's straining it,IIa,loose,ending,False,False,False,False,False
he's straining it,IVa,strict,full,True,True,True,True,True
he's straining it,IVa,loose,full,True,True,True,True,True
1. he's making smoke; 2. it's smoking,Id,strict,ending,False,False,False,True,False
1. he's making smoke; 2. it's smoking,Id,loose,ending,False,False,False,True,False
1. he's making smoke; 2. it's smoking,IIa,loose,ending,False,False,False,False,False
1. he's making smoke; 2. it's smoking,IVa,strict,reconstructs,True,True,True,True,True
1. he's making smoke; 2. it's smoking,IVa,loose,full,True,True,True,True,True
"he's making him, it fly",Id,strict,ending,False,False,False,True,False
"he's making him, it fly",Id,loose,ending,False,False,False,True,False
"he's making him, it fly",IIa,loose,ending,False,False,False,False,False
"he's making him, it fly",IVa,loose,full,True,True,True,True,True
he's shattering it,Id,strict,ending,False,False,False,True,False
he's shattering it,Id,loose,ending,False,False,False,True,False
he's shattering it,IIa,loose,ending,False,False,False,False,False
he's shattering it,IVa,strict,reconstructs,True,True,True,True,True
he's shattering it,IVa,loose,full,True,True,True,True,True
"he's killing him, it",VIa2,strict,full,True,True,True,True,True
"he's killing him, it",VIa2,loose,full,True,True,True,True,True
"he's killing him, it",VIIa2,loose,full,True,True,True,True,True
"he's counting it, them",VIa2,strict,full,True,True,True,True,True
"he's counting it, them",VIa2,loose,full,True,True,True,True,True
"he's counting it, them",VIIa2,loose,full,True,True,True,True,True
he's putting on a belt,VIa2,strict,full,True,True,True,True,True
he's putting on a belt,VIa2,loose,full,True,True,True,True,True
he's putting on a belt,VIIa2,loose,full,True,True,True,True,True
he's strapping it,VIa2,strict,full,True,True,True,True,True
he's strapping it,VIa2,loose,full,True,True,True,True,True
he's strapping it,VIIa2,loose,full,True,True,True,True,True
1. he's tying up a leg 2. he's applying a break,VIa2,strict,full,True,True,True,True,True
1. he's tying up a leg 2. he's applying a break,VIa2,loose,full,True,True,True,True,True
1. he's tying up a leg 2. he's applying a break,VIIa2,loose,full,True,True,True,True,True
it's becoming crisp,VIa2,strict,reconstructs,True,True,True,True,True
it's becoming crisp,VIa2,loose,full,True,True,True,True,True
it's becoming crisp,VIIa1,strict,ending,False,False,False,True,True
it's becoming crisp,VIIa1,loose,ending,False,False,False,True,True
it's becoming crisp,VIIa2,strict,reconstructs,True,True,True,True,True
it's becoming crisp,VIIa2,loose,full,True,True,True,True,True
it's becoming crisp,VII*,strict,full,True,True,True,True,True
it's becoming crisp,VII*,loose,full,True,True,True,True,True
it's becoming crisp,IXa,strict,ending,False,False,False,True,True
it's becoming crisp,IXa,loose,ending,False,False,False,True,True
"he's rolling him, it",VIa2,strict,full,True,True,True,True,True
"he's rolling him, it",VIa2,loose,full,True,True,True,True,True
"he's rolling him, it",VIIa2,loose,full,True,True,True,True,True
he's tying it,VIa2,strict,full,True,True,True,True,True
he's tying it,VIa2,loose,full,True,True,True,True,True
he's tying it,VIIa2,loose,full,True,True,True,True,True
he's wrestling,VIa2,strict,full,True,True,True,True,True
he's wrestling,VIa2,loose,full,True,True,True,True,True
he's wrestling,VIIa2,loose,full,True,True,True,True,True
he's arguing,VIa2,strict,full,True,True,True,True,True
he's arguing,VIa2,loose,full,True,True,True,True,True
he's arguing,VIIa2,loose,full,True,True,True,True,True
it's ripping,Id,strict,ending,False,False,False,True,False
it's ripping,Id,loose,ending,False,False,False,True,False
it's ripping,IIa,loose,ending,False,False,False,True,False
it's ripping,IVb,loose,full,True,True,True,True,True
it's ripping,Va,loose,full,True,True,True,True,True
he's ripping it,Id,strict,ending,False,False,False,True,False
he's ripping it,Id,loose,ending,False,False,False,True,False
he's ripping it,IIa,loose,ending,False,False,False,True,False
he's ripping it,IVb,loose,full,True,True,True,True,True
he's ripping it,Va,loose,full,True,True,True,True,True
"he's cleaning him, it",Id,strict,ending,False,False,False,True,False
"he's cleaning him, it",Id,loose,ending,False,False,False,True,False
"he's cleaning him, it",IIa,loose,ending,False,False,False,True,False
"he's cleaning him, it",IVb,loose,full,True,True,True,True,True
"he's cleaning him, it",Va,loose,full,True,True,True,True,True
"he's peeling, skinning him, it",Id,strict,ending,False,False,False,True,False
"he's peeling, skinning him, it",Id,loose,ending,False,False,False,True,False
"he's peeling, skinning him, it",IIa,loose,ending,False,False,False,True,False
"he's peeling, skinning him, it",IVb,loose,full,True,True,True,True,True
"he's peeling, skinning him, it",Va,loose,full,True,True,True,True,True
he's playing ball,Id,strict,ending,False,False,False,True,False
he's playing ball,Id,loose,ending,False,False,False,True,False
he's playing ball,IIa,loose,ending,False,False,False,True,False
he's playing ball,IVb,loose,full,True,True,True,True,True
he's playing ball,Va,loose,full,True,True,True,True,True
"1. he's cutting it, 2. he's slicing it",Id,strict,ending,False,False,False,True,False
"1. he's cutting it, 2. he's slicing it",Id,loose,ending,False,False,False,True,False
"1. he's cutting it, 2. he's slicing it",IIa,loose,ending,False,False,False,True,False
"1. he's cutting it, 2. he's slicing it",IVb,loose,full,True,True,True,True,True
"1. he's cutting it, 2. he's slicing it",Va,loose,full,True,True,True,True,True
it's lightning,Ib,strict,ending,False,False,False,True,True
it's lightning,Ib,loose,ending,False,False,False,True,True
it's lightning,Ic,strict,ending,False,False,False,True,True
it's lightning,Ic,loose,ending,False,False,True,True,True
it's lightning,Id,strict,ending,False,False,False,True,True
it's lightning,Id,loose,ending,False,False,False,True,True
it's lightning,IIa,strict,ending,False,False,False,True,True
it's lightning,IIa,loose,ending,False,False,False,True,True
it's lightning,IIb,strict,ending,False,False,False,True,True
it's lightning,IIb,loose,ending,False,False,False,True,True
it's lightning,IVb,strict,reconstructs,True,True,True,True,True
it's lightning,IVb,loose,full,True,True,True,True,True
it's lightning,Va,loose,full,True,True,True,True,True
it's lightning,Vb*,loose,ending,False,False,False,True,True
he's helping him,Id,strict,ending,False,False,False,True,False
he's helping him,Id,loose,ending,False,False,False,True,False
he's helping him,IIa,loose,ending,False,False,False,True,False
he's helping him,IVb,loose,full,True,True,True,True,True
he's helping him,Va,loose,full,True,True,True,True,True
he's helping,Id,strict,ending,False,False,False,True,False
he's helping,Id,loose,ending,False,False,False,True,False
he's helping,IIa,loose,ending,False,False,False,True,False
he's helping,IVb,loose,full,True,True,True,True,True
he's helping,Va,loose,full,True,True,True,True,True
he's acting silly,Id,strict,ending,False,False,False,True,False
he's acting silly,Id,loose,ending,False,False,False,True,False
he's acting silly,IIa,loose,ending,False,False,False,True,False
he wants it,Id,strict,ending,False,False,False,True,False
he wants it,Id,loose,ending,False,False,False,True,False
he wants it,IIa,loose,ending,False,False,False,True,False
he wants it,IVb,loose,full,True,True,True,True,True
he wants it,Va,loose,full,True,True,True,True,True
it's boiling,Id,strict,ending,False,False,False,True,False
it's boiling,Id,loose,ending,False,False,False,True,False
it's boiling,IIa,loose,ending,False,False,False,True,False
it's boiling,IIb,loose,ending,False,False,False,True,False
it's boiling,IVb,loose,full,True,True,True,True,True
it's boiling,Va,loose,full,True,True,True,True,True
he's rooting it out,Id,strict,ending,False,False,False,True,False
he's rooting it out,Id,loose,ending,False,False,False,True,False
he's rooting it out,IIa,loose,ending,False,False,False,True,False
he's rooting it out,IVb,loose,full,True,True,True,True,True
he's rooting it out,Va,loose,full,True,True,True,True,True
he's shelling corn,Id,strict,ending,False,False,False,True,False
he's shelling corn,Id,loose,ending,False,False,False,True,False
he's shelling corn,IIa,strict,ending,False,False,False,True,False
he's shelling corn,IIa,loose,ending,False,False,False,True,False
he's shelling corn,IVb,strict,ending,True,True,True,True,False
he's shelling corn,IVb,loose,ending,True,True,True,True,False
he's shelling corn,Va,loose,full,True,True,True,True,True
"1. he's calling him, inviting him. 2. he's receiving, getting him",Id,strict,ending,False,False,False,True,False
"1. he's calling him, inviting him. 2. he's receiving, getting him",Id,loose,ending,False,False,False,True,False
"1. he's calling him, inviting him. 2. he's receiving, getting him",IIa,strict,ending,False,False,False,False,False
"1. he's calling him, inviting him. 2. he's receiving, getting him",IIa,loose,ending,False,False,False,False,False
"1. he's calling him, inviting him. 2. he's receiving, getting him",IVb,strict,reconstructs,True,True,True,True,True
"1. he's calling him, inviting him. 2. he's receiving, getting him",IVb,loose,full,True,True,True,True,True
"1. he's calling him, inviting him. 2. he's receiving, getting him",Va,loose,full,True,True,True,True,True
he's starting/beginning,Id,strict,ending,False,False,False,True,False
he's starting/beginning,Id,loose,ending,False,False,False,True,False
he's starting/beginning,IIa,strict,ending,False,False,False,False,False
he's starting/beginning,IIa,loose,ending,False,False,False,False,False
he's starting/beginning,IVb,strict,reconstructs,True,True,True,True,True
he's starting/beginning,IVb,loose,full,True,True,True,True,True
he's starting/beginning,Va,loose,full,True,True,True,True,True
it's beginning,Id,strict,ending,False,False,False,True,False
it's beginning,Id,loose,ending,False,False,False,True,False
it's beginning,IIa,strict,ending,False,False,False,True,False
it's beginning,IIa,loose,ending,False,False,False,True,False
it's beginning,IIb,strict,ending,False,False,False,True,False
it's beginning,IIb,loose,ending,False,False,False,True,False
it's beginning,IVb,strict,reconstructs,True,True,True,True,True
it's beginning,IVb,loose,full,True,True,True,True,True
it's beginning,Va,loose,full,True,True,True,True,True
he's target practicing,Id,strict,ending,False,False,False,True,False
he's target practicing,Id,loose,ending,False,False,False,True,False
he's target practicing,IIa,strict,ending,False,False,False,False,False
he's target practicing,IIa,loose,ending,False,False,False,False,False
he's target practicing,IVb,strict,reconstructs,True,True,True,True,True
he's target practicing,IVb,loose,full,True,True,True,True,True
he's target practicing,Va,loose,full,True,True,True,True,True
he's spanking him,VIa1,strict,ending,False,False,False,False,False
he's spanking him,VIa1,loose,ending,False,False,False,False,False
he's spanking him,VIa2,strict,full,True,True,True,True,True
he's spanking him,VIa2,loose,full,True,True,True,True,True
he's spanking him,VIIa2,loose,full,True,True,True,True,True
"1. he's hitting, striking him, it 2. he's knocking",VIa1,strict,ending,False,False,False,False,False
"1. he's hitting, striking him, it 2. he's knocking",VIa1,loose,ending,False,False,False,False,False
"1. he's hitting, striking him, it 2. he's knocking",VIa2,strict,full,True,True,True,True,True
"1. he's hitting, striking him, it 2. he's knocking",VIa2,loose,full,True,True,True,True,True
"1. he's hitting, striking him, it 2. he's knocking",VIIa2,loose,full,True,True,True,True,True
"he's mourning for him, it",VIa1,strict,ending,False,False,False,False,False
"he's mourning for him, it",VIa1,loose,ending,False,False,False,False,False
